"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"15917","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2021,-71.288352,41.712839,1,"5/24/2021",5,24,"ADF","High/Falling","9:00",60,0,1,1,"JP NAC 5/24/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15918","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2021,-71.288352,41.712839,2,"6/3/2021",6,3,"ADF","Low/Falling","5:45",60,2,1,1,"JP NAC 6/3/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15919","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2023,-71.288352,41.712839,2,"6/16/2023",6,16,"JH","High/Rising","720",65,0,0,1,"JP NAC 6/16/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15920","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2023,-71.288352,41.712839,3,"7/12/2023",7,12,"JH","High/Falling","717",78,0,1,1,"JP NAC 7/12/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15921","RM RUN","Round Marsh","RI",3,"Runnel",2,7,2021,-71.3694,41.5107,2,"6/7/2021",6,7,"ADF","Low/Falling","9:45",60,0,1,1,"RM RUN 6/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15922","RM RUN","Round Marsh","RI",3,"Runnel",1,9,2023,-71.3694,41.5107,1,"5/31/2023",5,31,"JH","High/Falling","621",53,2,1,2,"RM RUN 5/31/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15923","RM RUN","Round Marsh","RI",3,"Runnel",2,9,2023,-71.3694,41.5107,3,"6/26/2023",6,26,"JH","Low/Falling","658",68,2,1,2,"RM RUN 6/26/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15924","SP NAC","Sapowet","RI",3,"No Action",1,NA,2022,41.576394,-71.201106,1,"5/13/2022",5,13,"JH","Low/Falling","849",60,2,0,1,"SP NAC 5/13/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15925","SP NAC","Sapowet","RI",3,"No Action",2,NA,2022,41.576394,-71.201106,3,"7/11/2022",7,11,"JH","Low/Falling","940",72,0,2,1,"SP NAC 7/11/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15926","SP NAC","Sapowet","RI",3,"No Action",1,NA,2023,-71.201106,41.576394,2,"6/4/2023",6,4,"JH","High/Rising","819",53,1,3,0,"SP NAC 6/4/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15927","SP NAC","Sapowet","RI",3,"No Action",2,NA,2023,-71.201106,41.576394,3,"7/9/2023",7,9,"JH","Low/Rising","821",77,2,0,1,"SP NAC 7/9/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15928","SP REF","Sapowet","RI",3,"Reference",1,NA,2022,41.582289,-71.207475,1,"5/13/2022",5,13,"JH","High/Falling","650",57,2,0,0,"SP REF 5/13/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15929","SP REF","Sapowet","RI",3,"Reference",2,NA,2022,41.582289,-71.207475,3,"7/11/2022",7,11,"JH","Low/Falling","818",68,0,1,1,"SP REF 7/11/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15930","SP REF","Sapowet","RI",3,"Reference",1,NA,2023,-71.207475,41.582289,2,"6/4/2023",6,4,"JH","High/Rising","624",50,2,2,0,"SP REF 6/4/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15931","SP REF","Sapowet","RI",3,"Reference",2,NA,2023,-71.207475,41.582289,3,"7/9/2023",7,10,"JH","Low/Falling","649",76,1,0,0,"SP REF 7/9/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15932","SP RUN North","Sapowet","RI",3,"Runnel",1,4,2022,41.582944,-71.205411,1,"5/13/2022",5,13,"JH","High/Falling","711",57,2,0,0,"SP RUN North 5/13/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15933","SP RUN North","Sapowet","RI",3,"Runnel",2,4,2022,41.582944,-71.205411,3,"7/11/2022",7,11,"JH","Low/Falling","835",68,0,2,1,"SP RUN North 7/11/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15934","SP RUN North","Sapowet","RI",3,"Runnel",2,0,2022,41.578878,-71.205069,3,"7/11/2022",7,11,"JH","Low/Falling","900",68,0,1,1,"SP RUN North 7/11/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15935","SP RUN North","Sapowet","RI",3,"Runnel",1,5,2023,-71.205411,41.582944,2,"6/4/2023",6,4,"JH","High/Rising","701",51,1,2,1,"SP RUN North 6/4/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15936","SP RUN North","Sapowet","RI",3,"Runnel",2,5,2023,-71.205411,41.582944,3,"7/9/2023",7,9,"JH","Low/Falling","707",76,2,1,0,"SP RUN North 7/9/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15937","SP RUN South","Sapowet","RI",3,"Runnel",1,1,2023,-71.205069,41.578878,2,"6/4/2023",6,4,"JH","High/Rising","726",52,1,2,0,"SP RUN South 6/4/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15938","SP RUN South","Sapowet","RI",3,"Runnel",2,1,2023,-71.205069,41.578878,3,"7/9/2023",7,9,"JH","Low","735",76,2,0,1,"SP RUN South 7/9/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15939","WPF NAC","Weekapaug Foundation","RI",3,"No Action",1,NA,2021,-71.773506,41.330241,1,"5/10/2021",5,10,"ADF","High/Rising","7:00",46,2,2,1,"WPF NAC 5/10/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15940","WPF NAC","Weekapaug Foundation","RI",3,"No Action",1,NA,2023,-71.773506,41.330241,1,"5/20/2023",5,20,"JH","Low/Rising","727",60,2,1,1,"WPF NAC 5/20/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15941","MD REF","Middlebridge","RI",3,"Reference",1,NA,2022,41.460094,-71.449401,2,"6/1/2022",6,1,"SM","Low/Rising","551",57,2,1,1,"MD REF 6/1/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15942","MD REF","Middlebridge","RI",3,"Reference",2,NA,2022,41.460094,-71.449401,3,"6/29/2022",6,29,"JH","High/Falling","1044",74,0,2,1,"MD REF 6/29/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15943","MD REF","Middlebridge","RI",3,"Reference",1,NA,2023,-71.449401,41.460094,2,"6/23/2023",6,23,"JH","Low","604",62,2,1,0,"MD REF 6/23/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15944","MD REF","Middlebridge","RI",3,"Reference",2,NA,2023,-71.449401,41.460094,3,"7/10/2023",7,10,"JH","Low/Falling","814",70,2,1,1,"MD REF 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15945","MD RUN","Middlebridge","RI",3,"Runnel",1,6,2022,41.460933,-71.4481,2,"6/23/2022",6,23,"SM","High/Falling","613",62,1,1,1,"MD RUN 6/23/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15946","MD RUN","Middlebridge","RI",3,"Runnel",2,6,2022,41.460933,-71.4481,3,"7/7/2022",7,7,"SM","Low/Falling","625",63,0,0,1,"MD RUN 7/7/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15947","MD RUN","Middlebridge","RI",3,"Runnel",1,7,2023,-71.449686,41.462694,2,"6/23/2023",6,23,"JH","Low","641",62,2,1,1,"MD RUN 6/23/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15948","MD RUN","Middlebridge","RI",3,"Runnel",2,7,2023,-71.449686,41.462694,3,"7/10/2023",7,10,"JH","Low/Rising","846",70,2,2,1,"MD RUN 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15949","MM SHARP1","Moody Marsh","ME",2,"Runnel",1,10,2021,-70.59333,43.2664,2,"6/18/2021",6,18,"ARP/NA","High/Falling","7:49",62,0,1,2,"MM SHARP1 6/18/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15950","MM SHARP1","Moody Marsh","ME",2,"Runnel",2,10,2021,-70.59333,43.2664,3,"7/7/2021",7,7,"ARP/NA","High/Rising","7:54",77,0,1,1,"MM SHARP1 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15951","MM SHARP1","Moody Marsh","ME",2,"Runnel",1,12,2023,-70.59333,43.2664,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:13",54,1,1,1,"MM SHARP1 6/7/2023  ","0-50m","UNK_SP",1,"MARSH",1
"15952","MM SHARP1","Moody Marsh","ME",2,"Runnel",2,12,2023,-70.59333,43.2664,2,"7/17/2023",7,17,"JLG","Low","8:00",72,1,0,1,"MM SHARP1 7/17/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15953","MM SHARP2","Moody Marsh","ME",2,"Reference",1,NA,2021,-70.5891,43.2696,2,"6/18/2021",6,18,"ARP/NA","High/Falling","8:33",68,0,1,1,"MM SHARP2 6/18/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15954","MM SHARP2","Moody Marsh","ME",2,"Reference",2,NA,2021,-70.5891,43.2696,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:34",78,0,2,1,"MM SHARP2 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15955","MM SHARP2","Moody Marsh","ME",2,"Reference",1,NA,2023,-70.5891,43.2696,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:42",53,1,1,1,"MM SHARP2 6/7/2023  ","0-50m","UNK_SP",1,"MARSH",1
"15956","MM SHARP2","Moody Marsh","ME",2,"Reference",2,NA,2023,-70.5891,43.2696,2,"7/17/2023",7,17,"JLG","Low","9:00",73,1,0,1,"MM SHARP2 7/17/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15957","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2021,-70.5924,43.2702,2,"6/18/2021",6,18,"ARP/NA","Low/Falling","8:52",74,0,1,1,"MM SHARP3 6/18/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15958","MM SHARP3","Moody Marsh","ME",2,"No Action",2,NA,2021,-70.5924,43.2702,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:52",78,0,2,1,"MM SHARP3 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15959","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2023,-70.5924,43.2702,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:59",55,1,1,1,"MM SHARP3 6/7/2023  ","0-50m","UNK_SP",2,"MARSH",1
"15960","MM SHARP3","Moody Marsh","ME",2,"No Action",2,NA,2023,-70.5924,43.2702,2,"7/17/2023",7,17,"JGM","Low","857",73,1,2,2,"MM SHARP3 7/17/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15961","NR NAC","Narrow River","RI",3,"No Action",1,NA,2022,-71.456087,41.451944,1,"5/31/2022",5,31,"SM","High","953",76,0,1,1,"NR NAC 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15962","NR NAC","Narrow River","RI",3,"No Action",1,NA,2023,-71.456087,41.451944,2,"6/23/2023",6,23,"JH","Low","721",63,2,1,1,"NR NAC 6/23/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15963","NR NAC","Narrow River","RI",3,"No Action",2,NA,2023,-71.456087,41.451944,3,"7/10/2023",7,10,"JH","Low/Falling","654",70,2,2,1,"NR NAC 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15964","NR REF","Narrow River","RI",3,"Reference",1,NA,2022,41.447894,-71.461905,1,"5/31/2022",5,31,"SM","High/Falling","1035",81,0,2,2,"NR REF 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15965","NR REF","Narrow River","RI",3,"Reference",2,NA,2022,41.447894,-71.461905,3,"6/29/2022",6,29,"JH","High/Falling","932",69,1,0,0,"NR REF 6/29/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15966","NR REF","Narrow River","RI",3,"Reference",1,NA,2023,-71.461905,41.447894,2,"6/24/2023",6,24,"JH","Low","729",67,5,0,1,"NR REF 6/24/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15967","NR REF","Narrow River","RI",3,"Reference",2,NA,2023,-71.461905,41.447894,3,"7/10/2023",7,10,"JH","Low/Falling","716",70,2,3,1,"NR REF 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15968","NR RUN","Narrow River","RI",3,"Runnel",1,6,2022,41.444954,-71.464571,2,"6/2/2022",6,2,"SM","High","1026",63,2,1,1,"NR RUN 6/2/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15969","NR RUN","Narrow River","RI",3,"Runnel",2,6,2022,41.444954,-71.464571,3,"6/29/2022",6,29,"JH","High/Falling","1000",71,1,1,1,"NR RUN 6/29/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15970","NR RUN","Narrow River","RI",3,"Runnel",1,7,2023,-71.464571,41.444954,2,"6/24/2023",6,24,"JH","Low","749",67,5,0,1,"NR RUN 6/24/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15971","NR RUN","Narrow River","RI",3,"Runnel",2,7,2023,-71.464571,41.444954,3,"7/10/2023",7,10,"JH","Low/Falling","736",70,2,2,1,"NR RUN 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15972","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2022,-70.860789,42.777164,1,"5/31/2022",5,31,"JLG","Low","7:58",72,1,2,2,"OTH NAC 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15973","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2022,-70.860789,42.777164,2,"7/5/2022",7,5,"JLG","High/Falling","7:01",67,1,0,1,"OTH NAC 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15974","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2023,-70.860789,42.777164,1,"6/6/2023",6,6,"JLG","Low/Falling","6:53",54,1,1,1,"OTH NAC 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15975","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2023,-70.860789,42.777164,2,"7/7/2023",7,7,"JLG","Low/Falling","7:07",72,1,1,1,"OTH NAC 7/7/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15976","OTH REF","Old Town Hill","MA",2,"Reference",1,NA,2022,-70.862339,42.774958,1,"5/31/2022",5,31,"JLG","Low","7:38",64,1,2,2,"OTH REF 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15977","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2022,-70.862339,42.774958,2,"7/5/2022",7,5,"JLG","High/Falling","7:33",68,1,0,1,"OTH REF 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15978","OTH REF","Old Town Hill","MA",2,"Reference",1,NA,2023,-70.862339,42.774958,1,"6/6/2023",6,6,"JLG","Low/Falling","7:14",53,1,1,1,"OTH REF 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15979","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2023,-70.862339,42.774958,2,"7/7/2023",7,7,"JLG","Low/Falling","8:06",74,1,1,1,"OTH REF 7/7/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15980","OTH RUN","Old Town Hill","MA",2,"Runnel",1,1,2022,-70.859639,42.771683,1,"5/31/2022",5,31,"JLG","Low/Falling","6:43",62,1,0,2,"OTH RUN 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15981","OTH RUN","Old Town Hill","MA",2,"Runnel",2,1,2022,-70.859639,42.771683,2,"7/5/2022",7,5,"JLG","High/Falling","6:38",65,1,0,1,"OTH RUN 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"15982","OTH RUN","Old Town Hill","MA",2,"Runnel",1,2,2023,-70.859639,42.771683,1,"6/6/2023",6,6,"JLG","Low/Falling","8:41",60,1,2,2,"OTH RUN 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15983","OTH RUN","Old Town Hill","MA",2,"Runnel",2,2,2023,-70.859639,42.771683,2,"7/7/2023",7,7,"JLG","Low/Falling","6:33",72,1,1,1,"OTH RUN 7/7/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15984","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.832,42.7709,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:07",63,0,3,1,"PINE N REF SHARP 6/23/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15985","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.832,42.7709,3,"7/7/2021",7,7,"JLG/NA","Low","6:33",72,1,1,1,"PINE N REF SHARP 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15986","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.832,42.7709,1,"6/8/2023",6,8,"JGM","Low/Falling","7:25",55,2,1,1,"PINE N REF SHARP 6/8/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15987","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.832,42.7709,2,"7/18/2023",7,18,"JGM","Low/Rising","1030",75,2,1,1,"PINE N REF SHARP 7/18/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15988","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.83,42.7696,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:35",65,0,2,1,"PINE N RUN SHARP 6/23/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15989","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.83,42.7696,3,"7/7/2021",7,7,"JLG/NA","Low","6:14",72,1,1,1,"PINE N RUN SHARP 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15990","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.83,42.7696,1,"6/8/2023",6,8,"JGM","Low/Falling","7:50",55,2,1,0,"PINE N RUN SHARP 6/8/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15991","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",2,8,2023,-70.83,42.7696,2,"7/18/2023",7,18,"JGM","Low/Rising","1029",77,2,1,0,"PINE N RUN SHARP 7/18/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15992","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2021,-70.828,42.76816,2,"6/23/2021",6,23,"JLG/JGM","High","10:35",65,0,2,1,"PINE NAC SHARP 6/23/2021  ","0-50m","UNK_SP",3,"MARSH",1
"15993","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2021,-70.828,42.76816,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:28",73,0,1,1,"PINE NAC SHARP 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15994","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2023,-70.828,42.76816,1,"6/8/2023",6,8,"JGM","Low/Falling","8:30",63,3,1,0,"PINE NAC SHARP 6/8/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15995","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2023,-70.828,42.76816,2,"7/18/2023",7,18,"JGM","Low","730",72,2,1,1,"PINE NAC SHARP 7/18/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15996","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.82514,42.7653,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:24",63,0,3,1,"PINE S REF SHARP 6/23/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15997","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.82514,42.7653,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:56",73,0,2,1,"PINE S REF SHARP 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"15998","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.82514,42.7653,1,"6/8/2023",6,8,"JGM","Low/Falling","9:15",65,2,0,0,"PINE S REF SHARP 6/8/2023  ","0-50m","UNK_SP",0,"MARSH",1
"15999","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.82514,42.7653,2,"7/18/2023",7,18,"JGM","Low/Rising","800",72,2,1,1,"PINE S REF SHARP 7/18/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16000","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.82254,42.764,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:46",63,0,3,1,"PINE S RUN SHARP 6/23/2021  ","0-50m","UNK_SP",2,"MARSH",1
"16001","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.82254,42.764,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","8:16",73,0,2,1,"PINE S RUN SHARP 7/7/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16002","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.82254,42.764,1,"6/8/2023",6,8,"JGM","Low/Falling","9:30",63,2,1,0,"PINE S RUN SHARP 6/8/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16003","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,8,2023,-70.82254,42.764,2,"7/18/2023",7,18,"JGM","Low/Rising","812",73,2,1,0,"PINE S RUN SHARP 7/18/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16004","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2022,-70.808297,42.761219,1,"6/1/2022",6,1,"JLG","Low","8:24",57,1,1,2,"PLHA NAC 6/1/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16005","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2022,-70.808297,42.761219,2,"6/28/2022",6,28,"JLG","Low/Rising","8:55",63,0,2,1,"PLHA NAC 6/28/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16006","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.808297,42.761219,1,"6/12/2023",6,12,"JLG","High/Falling","9:11",65,2,1,1,"PLHA NAC 6/12/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16007","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.808297,42.761219,2,"7/21/2023",7,21,"JLG","Low","834",72,1,1,1,"PLHA NAC 7/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16008","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2022,-70.808555,42.766757,1,"6/1/2022",6,1,"JLG","Low","9:06",57,2,2,2,"PLHA REF North 6/1/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16009","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2022,-70.808555,42.766757,2,"6/28/2022",6,28,"JLG","Low","7:55",62,0,2,1,"PLHA REF North 6/28/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16010","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2023,-70.808555,42.766757,1,"6/12/2023",6,12,"JLG","High/Falling","9:47",67,2,1,1,"PLHA REF North 6/12/2023  ","0-50m","UNK_SP",3,"MARSH",1
"16011","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2023,-70.808555,42.766757,2,"7/21/2023",7,21,"JLG","Low","810",72,1,1,1,"PLHA REF North 7/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16012","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2022,-70.806616,42.758355,1,"6/1/2022",6,1,"JLG","Low/Rising","9:54",58,2,3,2,"PLHA REF South 6/1/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16013","PLHA REF South","Plum Island","MA",2,"Reference",2,NA,2022,-70.806616,42.758355,2,"6/28/2022",6,28,"JLG","Low/Rising","10:04",70,0,1,2,"PLHA REF South 6/28/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16014","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2023,-70.806616,42.758355,1,"6/12/2023",6,12,"JLG","High/Falling","8:45",62,2,1,1,"PLHA REF South 6/12/2023  ","0-50m","UNK_SP",1,"MARSH",1
"16015","PLHA REF South","Plum Island","MA",2,"Reference",2,NA,2023,-70.806616,42.758355,2,"7/21/2023",7,21,"JLG","Low","903",73,2,1,1,"PLHA REF South 7/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16016","PLHA RUN North","Plum Island","MA",2,"Runnel",1,3,2022,-70.806447,42.764928,1,"6/1/2022",6,1,"JLG","Low","8:47",57,2,2,2,"PLHA RUN North 6/1/2022  ","0-50m","UNK_SP",3,"MARSH",1
"16017","PLHA RUN North","Plum Island","MA",2,"Runnel",2,3,2022,-70.806447,42.764928,2,"6/28/2022",6,28,"JLG","Low","7:31",61,0,2,2,"PLHA RUN North 6/28/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16018","PLHA RUN North","Plum Island","MA",2,"Runnel",1,4,2023,-70.806447,42.764928,1,"6/12/2023",6,12,"JLG","High/Falling","9:30",67,2,1,1,"PLHA RUN North 6/12/2023  ","0-50m","UNK_SP",1,"MARSH",1
"16019","PLHA RUN North","Plum Island","MA",2,"Runnel",2,4,2023,-70.806447,42.764928,2,"7/21/2023",7,21,"JLG","Low/Falling","752",72,1,1,1,"PLHA RUN North 7/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16020","PLHA RUN South","Plum Island","MA",2,"Runnel",1,0,2022,-70.805311,42.757836,1,"6/1/2022",6,1,"JLG","Low","9:39",58,2,2,2,"PLHA RUN South 6/1/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16021","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2023,-71.4481,41.460933,3,"7/10/2023",7,10,"JH","Low/Rising","830",70,2,2,1,"MD NAC 7/10/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16022","PP RUN","Potter's Pond","RI",3,"Runnel",2,5,2023,-71.527601,41.37927,2,"6/19/2023",6,19,"JH","High/Rising","738",63,1,2,1,"PP RUN 6/19/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16023","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2023,-70.873811,42.758717,2,"7/11/2023",7,11,"JLG","High","10:00",73,1,2,1,"Kents NAC 7/11/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16024","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2022,-70.874217,42.769253,1,"5/31/2022",5,31,"JLG","Low","8:42",73,1,2,3,"Kents REF 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16025","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2022,-70.874217,42.769253,2,"7/5/2022",7,5,"JLG","High/Falling","8:16",68,1,0,1,"Kents REF 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16026","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2023,-70.874217,42.769253,1,"6/6/2023",6,6,"JLG","Low/Falling","9:01",61,1,2,1,"Kents REF 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16027","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2023,-70.874217,42.769253,2,"7/11/2023",7,11,"JLG","High","8:18",67,1,2,1,"Kents REF 7/11/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16028","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2021,-71.53134,41.378349,1,"5/12/2021",5,12,"ADF","High/Rising","6:30",50,0,1,1,"PP REF 5/12/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16029","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2021,-71.53134,41.378349,2,"6/15/2021",6,15,"JAH","Low/Rising","9:43",70,2,0,1,"PP REF 6/15/2021  ","0-50m","UNK_SP",0,"MARSH",1
